No.;Time;;time 1;time 2;delay;;delay 1;delay 2;jitter
31488;124,327041;;124,327041;124,327077;3,6E-05;;-0,005696;0,005677;0,011373
31489;124,327077;;124,327077;124,332809;0,005732;;0,005677;-0,005984;-0,011661
31490;124,332809;;124,332809;124,332864;5,5E-05;;-0,005984;0,00599;0,011974
31491;124,332864;;124,332864;124,338903;0,006039;;0,00599;-0,005841;-0,011831
31492;124,338903;;124,338903;124,338952;4,9E-05;;-0,005841;0,005842;0,011683
31493;124,338952;;124,338952;124,344842;0,00589;;0,005842;-0,007875;-0,013717
31498;124,344842;;124,344842;124,34489;4,8E-05;;-0,007875;0,007887;0,015762
31500;124,34489;;124,34489;124,352813;0,007923;;0,007887;-7,2E-05;-0,007959
31502;124,352813;;124,352813;124,352849;3,6E-05;;-7,2E-05;-9E-06;6,3E-05
31503;124,352849;;124,352849;124,352957;0,000108;;-9E-06;-4,2E-05;-3,3E-05
31504;124,352957;;124,352957;124,353074;0,000117;;-4,2E-05;5,5E-05;9,7E-05
31505;124,353074;;124,353074;124,353233;0,000159;;5,5E-05;0,000102;4,7E-05
31506;124,353233;;124,353233;124,353337;0,000104;;0,000102;-0,010705;-0,010807
31507;124,353337;;124,353337;124,353339;2E-06;;-0,010705;0,010706;0,021411
31508;124,353339;;124,353339;124,364046;0,010707;;0,010706;1E-06;-0,010705
31509;124,364046;;124,364046;124,364047;1E-06;;1E-06;0;-1E-06
31510;124,364047;;124,364047;124,364047;0;;0;-4,6E-05;-4,6E-05
31511;124,364047;;124,364047;124,364047;0;;-4,6E-05;-0,004353;-0,004307
31512;124,364047;;124,364047;124,364093;4,6E-05;;-0,004353;0,004363;0,008716
31513;124,364093;;124,364093;124,368492;0,004399;;0,004363;-2,3E-05;-0,004386
31514;124,368492;;124,368492;124,368528;3,6E-05;;-2,3E-05;-0,020696;-0,020673
31515;124,368528;;124,368528;124,368587;5,9E-05;;-0,020696;0,020755;0,041451
31516;124,368587;;124,368587;124,389342;0,020755;;0,020755;0;-0,020755
31518;124,389342;;124,389342;124,389342;0;;0;-0,000124;-0,000124
31519;124,389342;;124,389342;124,389342;0;;-0,000124;4,9E-05;0,000173
31520;124,389342;;124,389342;124,389466;0,000124;;4,9E-05;-3,4E-05;-8,3E-05
31521;124,389466;;124,389466;124,389541;7,5E-05;;-3,4E-05;-0,017573;-0,017539
31522;124,389541;;124,389541;124,38965;0,000109;;-0,017573;0,017679;0,035252
31523;124,38965;;124,38965;124,407332;0,017682;;0,017679;3E-06;-0,017676
31524;124,407332;;124,407332;124,407335;3E-06;;3E-06;0;-3E-06
31528;124,407335;;124,407335;124,407335;0;;0;-5,6E-05;-5,6E-05
31529;124,407335;;124,407335;124,407335;0;;-5,6E-05;-5,8E-05;-2E-06
31530;124,407335;;124,407335;124,407391;5,6E-05;;-5,8E-05;8,7E-05;0,000145
31532;124,407391;;124,407391;124,407505;0,000114;;8,7E-05;-0,004157;-0,004244
31533;124,407505;;124,407505;124,407532;2,7E-05;;-0,004157;0,004183;0,00834
31534;124,407532;;124,407532;124,411716;0,004184;;0,004183;1E-06;-0,004182
31536;124,411716;;124,411716;124,411717;1E-06;;1E-06;-6,4E-05;-6,5E-05
31539;124,411717;;124,411717;124,411717;0;;-6,4E-05;-6,7E-05;-3E-06
31540;124,411717;;124,411717;124,411781;6,4E-05;;-6,7E-05;-0,005403;-0,005336
31541;124,411781;;124,411781;124,411912;0,000131;;-0,005403;0,005395;0,010798
31542;124,411912;;124,411912;124,417446;0,005534;;0,005395;-0,006795;-0,01219
31543;124,417446;;124,417446;124,417585;0,000139;;-0,006795;0,006774;0,013569
31544;124,417585;;124,417585;124,424519;0,006934;;0,006774;-0,009698;-0,016472
31545;124,424519;;124,424519;124,424679;0,00016;;-0,009698;0,009858;0,019556
31546;124,424679;;124,424679;124,434537;0,009858;;0,009858;-8,6E-05;-0,009944
31550;124,434537;;124,434537;124,434537;0;;-8,6E-05;-0,002067;-0,001981
31551;124,434537;;124,434537;124,434623;8,6E-05;;-0,002067;0,002153;0,00422
31552;124,434623;;124,434623;124,436776;0,002153;;0,002153;-0,000132;-0,002285
31555;124,436776;;124,436776;124,436776;0;;-0,000132;-0,004342;-0,00421
31556;124,436776;;124,436776;124,436908;0,000132;;-0,004342;-0,009226;-0,004884
31557;124,436908;;124,436908;124,441382;0,004474;;-0,009226;0,013627;0,022853
31558;124,441382;;124,441382;124,455082;0,0137;;0,013627;-0,000952;-0,014579
31562;124,455082;;124,455082;124,455155;7,3E-05;;-0,000952;0,001025;0,001977
31563;124,455155;;124,455155;124,45618;0,001025;;0,001025;0;-0,001025
31564;124,45618;;124,45618;124,45618;0;;0;0;0
31565;124,45618;;124,45618;124,45618;0;;0;0;0
31566;124,45618;;124,45618;124,45618;0;;0;-1E-06;-1E-06
31567;124,45618;;124,45618;124,45618;0;;-1E-06;-7,4E-05;-7,3E-05
31568;124,45618;;124,45618;124,456181;1E-06;;-7,4E-05;6E-06;8E-05
31569;124,456181;;124,456181;124,456256;7,5E-05;;6E-06;4E-05;3,4E-05
31570;124,456256;;124,456256;124,456325;6,9E-05;;4E-05;-0,003278;-0,003318
31571;124,456325;;124,456325;124,456354;2,9E-05;;-0,003278;0,003263;0,006541
31572;124,456354;;124,456354;124,459661;0,003307;;0,003263;-0,010837;-0,0141
31573;124,459661;;124,459661;124,459705;4,4E-05;;-0,010837;0,010881;0,021718
31574;124,459705;;124,459705;124,470586;0,010881;;0,010881;0;-0,010881
31576;124,470586;;124,470586;124,470586;0;;0;0;0
31577;124,470586;;124,470586;124,470586;0;;0;-1E-06;-1E-06
31578;124,470586;;124,470586;124,470586;0;;-1E-06;1E-06;2E-06
31579;124,470586;;124,470586;124,470587;1E-06;;1E-06;-7E-05;-7,1E-05
31580;124,470587;;124,470587;124,470587;0;;-7E-05;2,2E-05;9,2E-05
31581;124,470587;;124,470587;124,470657;7E-05;;2,2E-05;4,5E-05;2,3E-05
31582;124,470657;;124,470657;124,470705;4,8E-05;;4,5E-05;-3E-05;-7,5E-05
31583;124,470705;;124,470705;124,470708;3E-06;;-3E-05;-0,002906;-0,002876
31584;124,470708;;124,470708;124,470741;3,3E-05;;-0,002906;0,002904;0,00581
31585;124,470741;;124,470741;124,47368;0,002939;;0,002904;-2,8E-05;-0,002932
31586;124,47368;;124,47368;124,473715;3,5E-05;;-2,8E-05;5,4E-05;8,2E-05
31587;124,473715;;124,473715;124,473778;6,3E-05;;5,4E-05;-0,000197;-0,000251
31588;124,473778;;124,473778;124,473787;9E-06;;-0,000197;0,000197;0,000394
31589;124,473787;;124,473787;124,473993;0,000206;;0,000197;-0,003762;-0,003959
31590;124,473993;;124,473993;124,474002;9E-06;;-0,003762;0,00374;0,007502
31591;124,474002;;124,474002;124,477773;0,003771;;0,00374;-1,6E-05;-0,003756
31592;124,477773;;124,477773;124,477804;3,1E-05;;-1,6E-05;2,9E-05;4,5E-05
31593;124,477804;;124,477804;124,477851;4,7E-05;;2,9E-05;-0,000161;-0,00019
31594;124,477851;;124,477851;124,477869;1,8E-05;;-0,000161;0,000168;0,000329
31595;124,477869;;124,477869;124,478048;0,000179;;0,000168;1E-05;-0,000158
31596;124,478048;;124,478048;124,478059;1,1E-05;;1E-05;-0,005625;-0,005635
31597;124,478059;;124,478059;124,47806;1E-06;;-0,005625;0,005588;0,011213
31598;124,47806;;124,47806;124,483686;0,005626;;0,005588;-0,006406;-0,011994
31599;124,483686;;124,483686;124,483724;3,8E-05;;-0,006406;0,006398;0,012804
31600;124,483724;;124,483724;124,490168;0,006444;;0,006398;-0,006651;-0,013049
31601;124,490168;;124,490168;124,490214;4,6E-05;;-0,006651;0,006674;0,013325
31602;124,490214;;124,490214;124,496911;0,006697;;0,006674;-0,000195;-0,006869
31604;124,496911;;124,496911;124,496934;2,3E-05;;-0,000195;0,000206;0,000401
31605;124,496934;;124,496934;124,497152;0,000218;;0,000206;-0,004659;-0,004865
31606;124,497152;;124,497152;124,497164;1,2E-05;;-0,004659;0,004671;0,00933
31607;124,497164;;124,497164;124,501835;0,004671;;0,004671;-6,6E-05;-0,004737
31608;124,501835;;124,501835;124,501835;0;;-6,6E-05;1E-05;7,6E-05
31609;124,501835;;124,501835;124,501901;6,6E-05;;1E-05;-0,001631;-0,001641
31610;124,501901;;124,501901;124,501957;5,6E-05;;-0,001631;0,001686;0,003317
31611;124,501957;;124,501957;124,503644;0,001687;;0,001686;1E-06;-0,001685
31612;124,503644;;124,503644;124,503645;1E-06;;1E-06;-4,7E-05;-4,8E-05
31613;124,503645;;124,503645;124,503645;0;;-4,7E-05;-8E-06;3,9E-05
31614;124,503645;;124,503645;124,503692;4,7E-05;;-8E-06;-0,004058;-0,00405
31615;124,503692;;124,503692;124,503747;5,5E-05;;-0,004058;0,004073;0,008131
31616;124,503747;;124,503747;124,50786;0,004113;;0,004073;-0,000101;-0,004174
31617;124,50786;;124,50786;124,5079;4E-05;;-0,000101;9,4E-05;0,000195
31618;124,5079;;124,5079;124,508041;0,000141;;9,4E-05;-0,003672;-0,003766
31619;124,508041;;124,508041;124,508088;4,7E-05;;-0,003672;0,003693;0,007365
31620;124,508088;;124,508088;124,511807;0,003719;;0,003693;-0,010424;-0,014117
31621;124,511807;;124,511807;124,511833;2,6E-05;;-0,010424;0,010409;0,020833
31622;124,511833;;124,511833;124,522283;0,01045;;0,010409;-3,8E-05;-0,010447
31623;124,522283;;124,522283;124,522324;4,1E-05;;-3,8E-05;6,5E-05;0,000103
31624;124,522324;;124,522324;124,522403;7,9E-05;;6,5E-05;-0,000273;-0,000338
31625;124,522403;;124,522403;124,522417;1,4E-05;;-0,000273;0,000263;0,000536
31626;124,522417;;124,522417;124,522704;0,000287;;0,000263;-0,006029;-0,006292
31627;124,522704;;124,522704;124,522728;2,4E-05;;-0,006029;0,006012;0,012041
31628;124,522728;;124,522728;124,528781;0,006053;;0,006012;-0,000635;-0,006647
31629;124,528781;;124,528781;124,528822;4,1E-05;;-0,000635;0,000676;0,001311
31630;124,528822;;124,528822;124,529498;0,000676;;0,000676;-1E-06;-0,000677
31631;124,529498;;124,529498;124,529498;0;;-1E-06;1E-06;2E-06
31632;124,529498;;124,529498;124,529499;1E-06;;1E-06;-6,8E-05;-6,9E-05
31633;124,529499;;124,529499;124,529499;0;;-6,8E-05;-4,4E-05;2,4E-05
31634;124,529499;;124,529499;124,529567;6,8E-05;;-4,4E-05;-0,010027;-0,009983
31635;124,529567;;124,529567;124,529679;0,000112;;-0,010027;0,010138;0,020165
31636;124,529679;;124,529679;124,539818;0,010139;;0,010138;-7,5E-05;-0,010213
31639;124,539818;;124,539818;124,539819;1E-06;;-7,5E-05;-0,001509;-0,001434
31640;124,539819;;124,539819;124,539895;7,6E-05;;-0,001509;0,001552;0,003061
31641;124,539895;;124,539895;124,54148;0,001585;;0,001552;-2,7E-05;-0,001579
31642;124,54148;;124,54148;124,541513;3,3E-05;;-2,7E-05;5E-05;7,7E-05
31643;124,541513;;124,541513;124,541573;6E-05;;5E-05;-0,001274;-0,001324
31644;124,541573;;124,541573;124,541583;1E-05;;-0,001274;0,001268;0,002542
31645;124,541583;;124,541583;124,542867;0,001284;;0,001268;-0,010742;-0,01201
31646;124,542867;;124,542867;124,542883;1,6E-05;;-0,010742;0,010722;0,021464
31647;124,542883;;124,542883;124,553641;0,010758;;0,010722;-2E-05;-0,010742
31648;124,553641;;124,553641;124,553677;3,6E-05;;-2E-05;4,5E-05;6,5E-05
31649;124,553677;;124,553677;124,553733;5,6E-05;;4,5E-05;-6,2E-05;-0,000107
31650;124,553733;;124,553733;124,553744;1,1E-05;;-6,2E-05;6,3E-05;0,000125
31651;124,553744;;124,553744;124,553817;7,3E-05;;6,3E-05;-0,000152;-0,000215
31652;124,553817;;124,553817;124,553827;1E-05;;-0,000152;0,000143;0,000295
31653;124,553827;;124,553827;124,553989;0,000162;;0,000143;-0,010515;-0,010658
31654;124,553989;;124,553989;124,554008;1,9E-05;;-0,010515;0,010482;0,020997
31655;124,554008;;124,554008;124,564542;0,010534;;0,010482;-0,002854;-0,013336
31657;124,564542;;124,564542;124,564594;5,2E-05;;-0,002854;0,002906;0,00576
31660;124,564594;;124,564594;124,5675;0,002906;;0,002906;-1E-06;-0,002907
31662;124,5675;;124,5675;124,5675;0;;-1E-06;1E-06;2E-06
31663;124,5675;;124,5675;124,567501;1E-06;;1E-06;0;-1E-06
31664;124,567501;;124,567501;124,567501;0;;0;-2E-06;-2E-06
31665;124,567501;;124,567501;124,567501;0;;-2E-06;2E-06;4E-06
31666;124,567501;;124,567501;124,567503;2E-06;;2E-06;-0,0001;-0,000102
31667;124,567503;;124,567503;124,567503;0;;-0,0001;4,1E-05;0,000141
31668;124,567503;;124,567503;124,567603;0,0001;;4,1E-05;-0,005709;-0,00575
31669;124,567603;;124,567603;124,567662;5,9E-05;;-0,005709;0,005716;0,011425
31670;124,567662;;124,567662;124,57343;0,005768;;0,005716;-0,010181;-0,015897
31671;124,57343;;124,57343;124,573482;5,2E-05;;-0,010181;0,010233;0,020414
31675;124,573482;;124,573482;124,583715;0,010233;;0,010233;-0,000346;-0,010579
31678;124,583715;;124,583715;124,583715;0;;-0,000346;-0,005778;-0,005432
31679;124,583715;;124,583715;124,584061;0,000346;;-0,005778;0,006124;0,011902
31682;124,584061;;124,584061;124,590185;0,006124;;0,006124;0;-0,006124
31684;124,590185;;124,590185;124,590185;0;;0;-2E-06;-2E-06
31685;124,590185;;124,590185;124,590185;0;;-2E-06;2E-06;4E-06
31686;124,590185;;124,590185;124,590187;2E-06;;2E-06;0;-2E-06
31687;124,590187;;124,590187;124,590187;0;;0;-6,1E-05;-6,1E-05
31688;124,590187;;124,590187;124,590187;0;;-6,1E-05;-0,000427;-0,000366
31689;124,590187;;124,590187;124,590248;6,1E-05;;-0,000427;0,000488;0,000915
31690;124,590248;;124,590248;124,590736;0,000488;;0,000488;0;-0,000488
31691;124,590736;;124,590736;124,590736;0;;0;-3E-05;-3E-05
31692;124,590736;;124,590736;124,590736;0;;-3E-05;-0,000155;-0,000125
31693;124,590736;;124,590736;124,590766;3E-05;;-0,000155;0,000156;0,000311
31694;124,590766;;124,590766;124,590951;0,000185;;0,000156;-0,000711;-0,000867
31695;124,590951;;124,590951;124,59098;2,9E-05;;-0,000711;0,000716;0,001427
31696;124,59098;;124,59098;124,59172;0,00074;;0,000716;-2,4E-05;-0,00074
31697;124,59172;;124,59172;124,591744;2,4E-05;;-2,4E-05;3,9E-05;6,3E-05
31698;124,591744;;124,591744;124,591792;4,8E-05;;3,9E-05;-0,030888;-0,030927
31699;124,591792;;124,591792;124,591801;9E-06;;-0,030888;0,030897;0,061785
31700;124,591801;;124,591801;124,622698;0,030897;;0,030897;-5,4E-05;-0,030951
31706;124,622698;;124,622698;124,622698;0;;-5,4E-05;-0,000799;-0,000745
31707;124,622698;;124,622698;124,622752;5,4E-05;;-0,000799;0,000819;0,001618
31708;124,622752;;124,622752;124,623605;0,000853;;0,000819;-8E-06;-0,000827
31710;124,623605;;124,623605;124,623639;3,4E-05;;-8E-06;5E-06;1,3E-05
31711;124,623639;;124,623639;124,623681;4,2E-05;;5E-06;-0,005024;-0,005029
31712;124,623681;;124,623681;124,623718;3,7E-05;;-0,005024;0,005035;0,010059
31713;124,623718;;124,623718;124,628779;0,005061;;0,005035;-0,000163;-0,005198
31719;124,628779;;124,628779;124,628805;2,6E-05;;-0,000163;0,000179;0,000342
31720;124,628805;;124,628805;124,628994;0,000189;;0,000179;-9,5E-05;-0,000274
31722;124,628994;;124,628994;124,629004;1E-05;;-9,5E-05;0,0001;0,000195
31723;124,629004;;124,629004;124,629109;0,000105;;0,0001;-0,035155;-0,035255
31724;124,629109;;124,629109;124,629114;5E-06;;-0,035155;0,035141;0,070296
31725;124,629114;;124,629114;124,664274;0,03516;;0,035141;-0,002723;-0,037864
31742;124,664274;;124,664274;124,664293;1,9E-05;;-0,002723;0,00259;0,005313
31743;124,664293;;124,664293;124,667035;0,002742;;0,00259;-1,8E-05;-0,002608
31744;124,667035;;124,667035;124,667187;0,000152;;-1,8E-05;0,000142;0,00016
31745;124,667187;;124,667187;124,667357;0,00017;;0,000142;-0,004135;-0,004277
31746;124,667357;;124,667357;124,667385;2,8E-05;;-0,004135;-0,007625;-0,00349
31747;124,667385;;124,667385;124,671548;0,004163;;-0,007625;0,011387;0,019012
31748;124,671548;;124,671548;124,683336;0,011788;;0,011387;0,000266;-0,011121
31749;124,683336;;124,683336;124,683737;0,000401;;0,000266;0,000134;-0,000132
31752;124,683737;;124,683737;124,683872;0,000135;;0,000134;1E-06;-0,000133
31753;124,683872;;124,683872;124,683873;1E-06;;1E-06;0;-1E-06
31754;124,683873;;124,683873;124,683873;0;;0;0;0
31755;124,683873;;124,683873;124,683873;0;;0;-2,7E-05;-2,7E-05
31756;124,683873;;124,683873;124,683873;0;;-2,7E-05;-1E-06;2,6E-05
31757;124,683873;;124,683873;124,6839;2,7E-05;;-1E-06;-0,000161;-0,00016
31758;124,6839;;124,6839;124,683928;2,8E-05;;-0,000161;-0,004477;-0,004316
31759;124,683928;;124,683928;124,684117;0,000189;;-0,004477;0,004597;0,009074
31760;124,684117;;124,684117;124,688783;0,004666;;0,004597;-1,6E-05;-0,004613
31763;124,688783;;124,688783;124,688852;6,9E-05;;-1,6E-05;5,9E-05;7,5E-05
31764;124,688852;;124,688852;124,688937;8,5E-05;;5,9E-05;-3,8E-05;-9,7E-05
31765;124,688937;;124,688937;124,688963;2,6E-05;;-3,8E-05;-0,006133;-0,006095
31766;124,688963;;124,688963;124,689027;6,4E-05;;-0,006133;0,000647;0,00678
31768;124,689027;;124,689027;124,695224;0,006197;;0,000647;0,00555;0,004903
31770;124,695224;;124,695224;124,700774;0,00555;;0,00555;-0,027829;-0,033379
31771;124,700774;;124,700774;124,700774;0;;-0,027829;0,027703;0,055532
31772;124,700774;;124,700774;124,728603;0,027829;;0,027703;-0,010962;-0,038665
31773;124,728603;;124,728603;124,728729;0,000126;;-0,010962;0,011088;0,02205
31774;124,728729;;124,728729;124,739817;0,011088;;0,011088;-0,000108;-0,011196
31775;124,739817;;124,739817;124,739817;0;;-0,000108;-0,007137;-0,007029
31776;124,739817;;124,739817;124,739925;0,000108;;-0,007137;0,007213;0,01435
31777;124,739925;;124,739925;124,74717;0,007245;;0,007213;-2,6E-05;-0,007239
31778;124,74717;;124,74717;124,747202;3,2E-05;;-2,6E-05;4,8E-05;7,4E-05
31779;124,747202;;124,747202;124,74726;5,8E-05;;4,8E-05;-0,011261;-0,011309
31780;124,74726;;124,74726;124,74727;1E-05;;-0,011261;-0,003376;0,007885
31781;124,74727;;124,74727;124,758541;0,011271;;-0,003376;0,014613;0,017989
31782;124,758541;;124,758541;124,773188;0,014647;;0,014613;-0,003805;-0,018418
31783;124,773188;;124,773188;124,773222;3,4E-05;;-0,003805;0,003803;0,007608
31784;124,773222;;124,773222;124,777061;0,003839;;0,003803;-0,012556;-0,016359
31785;124,777061;;124,777061;124,777097;3,6E-05;;-0,012556;0,012592;0,025148
31786;124,777097;;124,777097;124,789689;0,012592;;0,012592;-4E-05;-0,012632
31787;124,789689;;124,789689;124,789689;0;;-4E-05;-8E-06;3,2E-05
31788;124,789689;;124,789689;124,789729;4E-05;;-8E-06;1,6E-05;2,4E-05
31789;124,789729;;124,789729;124,789777;4,8E-05;;1,6E-05;-0,017508;-0,017524
31790;124,789777;;124,789777;124,789809;3,2E-05;;-0,017508;0,017376;0,034884
31791;124,789809;;124,789809;124,807349;0,01754;;0,017376;-0,02087;-0,038246
31792;124,807349;;124,807349;124,807513;0,000164;;-0,02087;0,021033;0,041903
31793;124,807513;;124,807513;124,828547;0,021034;;0,021033;1E-06;-0,021032
31794;124,828547;;124,828547;124,828548;1E-06;;1E-06;-3,8E-05;-3,9E-05
31795;124,828548;;124,828548;124,828548;0;;-3,8E-05;-0,005455;-0,005417
31796;124,828548;;124,828548;124,828586;3,8E-05;;-0,005455;-0,006781;-0,001326
31797;124,828586;;124,828586;124,834079;0,005493;;-0,006781;-0,007795;-0,001014
31798;124,834079;;124,834079;124,846353;0,012274;;-0,007795;0,015708;0,023503
31800;124,846353;;124,846353;124,866422;0,020069;;0,015708;-0,008022;-0,02373
31801;124,866422;;124,866422;124,870783;0,004361;;-0,008022;0,012383;0,020405
31802;124,870783;;124,870783;124,883166;0,012383;;0,012383;-5,6E-05;-0,012439
31805;124,883166;;124,883166;124,883166;0;;-5,6E-05;3E-06;5,9E-05
31806;124,883166;;124,883166;124,883222;5,6E-05;;3E-06;-5E-06;-8E-06
31807;124,883222;;124,883222;124,883275;5,3E-05;;-5E-06;-6,2E-05;-5,7E-05
31808;124,883275;;124,883275;124,883333;5,8E-05;;-6,2E-05;-0,016715;-0,016653
31809;124,883333;;124,883333;124,883453;0,00012;;-0,016715;0,008794;0,025509
31810;124,883453;;124,883453;124,900288;0,016835;;0,008794;-0,003012;-0,011806
31811;124,900288;;124,900288;124,908329;0,008041;;-0,003012;0,011006;0,014018
31812;124,908329;;124,908329;124,919382;0,011053;;0,011006;-0,008768;-0,019774
31813;124,919382;;124,919382;124,919429;4,7E-05;;-0,008768;0,008814;0,017582
31814;124,919429;;124,919429;124,928244;0,008815;;0,008814;-0,000216;-0,00903
31815;124,928244;;124,928244;124,928245;1E-06;;-0,000216;0,000136;0,000352
31816;124,928245;;124,928245;124,928462;0,000217;;0,000136;-0,029237;-0,029373
31817;124,928462;;124,928462;124,928543;8,1E-05;;-0,029237;0,023682;0,052919
31818;124,928543;;124,928543;124,957861;0,029318;;0,023682;0,005553;-0,018129
31819;124,957861;;124,957861;124,963497;0,005636;;0,005553;-0,01221;-0,017763
31820;124,963497;;124,963497;124,96358;8,3E-05;;-0,01221;-0,006119;0,006091
31822;124,96358;;124,96358;124,975873;0,012293;;-0,006119;0,018178;0,024297
31824;124,975873;;124,975873;124,994285;0,018412;;0,018178;-0,011427;-0,029605
31825;124,994285;;124,994285;124,994519;0,000234;;-0,011427;-8,5E-05;0,011342
31826;124,994519;;124,994519;125,00618;0,011661;;-8,5E-05;0,011604;0,011689
31827;125,00618;;125,00618;125,017926;0,011746;;0,011604;-7E-06;-0,011611
31832;125,017926;;125,017926;125,018068;0,000142;;-7E-06;0,000149;0,000156
31836;125,018068;;125,018068;125,018217;0,000149;;0,000149;-0,005311;-0,00546
31839;125,018217;;125,018217;125,018217;0;;-0,005311;0,005311;0,010622
31840;125,018217;;125,018217;125,023528;0,005311;;0,005311;-0,012578;-0,017889
31841;125,023528;;125,023528;125,023528;0;;-0,012578;-0,000105;0,012473
31842;125,023528;;125,023528;125,036106;0,012578;;-0,000105;0,006218;0,006323
31844;125,036106;;125,036106;125,048789;0,012683;;0,006218;0,006465;0,000247
31845;125,048789;;125,048789;125,055254;0,006465;;0,006465;0;-0,006465
31846;125,055254;;125,055254;125,055254;0;;0;-0,004955;-0,004955
31847;125,055254;;125,055254;125,055254;0;;-0,004955;0,004954;0,009909
31848;125,055254;;125,055254;125,060209;0,004955;;0,004954;-0,000246;-0,0052
31849;125,060209;;125,060209;125,06021;1E-06;;-0,000246;-0,011732;-0,011486
31850;125,06021;;125,06021;125,060457;0,000247;;-0,011732;0,011979;0,023711
31851;125,060457;;125,060457;125,072436;0,011979;;0,011979;-5,7E-05;-0,012036
31852;125,072436;;125,072436;125,072436;0;;-5,7E-05;-0,011704;-0,011647
31853;125,072436;;125,072436;125,072493;5,7E-05;;-0,011704;-0,000693;0,011011
31854;125,072493;;125,072493;125,084254;0,011761;;-0,000693;0,006239;0,006932
31855;125,084254;;125,084254;125,096708;0,012454;;0,006239;0,006215;-2,4E-05
31856;125,096708;;125,096708;125,102923;0,006215;;0,006215;-0,006142;-0,012357
31858;125,102923;;125,102923;125,102923;0;;-0,006142;0,006032;0,012174
31859;125,102923;;125,102923;125,109065;0,006142;;0,006032;-0,011876;-0,017908
31866;125,109065;;125,109065;125,109175;0,00011;;-0,011876;0,011763;0,023639
31867;125,109175;;125,109175;125,121161;0,011986;;0,011763;0,000135;-0,011628
31869;125,121161;;125,121161;125,121384;0,000223;;0,000135;-0,02334;-0,023475
31870;125,121384;;125,121384;125,121472;8,8E-05;;-0,02334;0,023317;0,046657
31871;125,121472;;125,121472;125,1449;0,023428;;0,023317;-0,013763;-0,03708
31872;125,1449;;125,1449;125,145011;0,000111;;-0,013763;0,013613;0,027376
31873;125,145011;;125,145011;125,158885;0,013874;;0,013613;0,000197;-0,013416
31874;125,158885;;125,158885;125,159146;0,000261;;0,000197;-0,003039;-0,003236
31877;125,159146;;125,159146;125,15921;6,4E-05;;-0,003039;-0,003423;-0,000384
31878;125,15921;;125,15921;125,162313;0,003103;;-0,003423;-0,005736;-0,002313
31880;125,162313;;125,162313;125,168839;0,006526;;-0,005736;0,006284;0,01202
31881;125,168839;;125,168839;125,181101;0,012262;;0,006284;-0,005654;-0,011938
31889;125,181101;;125,181101;125,187079;0,005978;;-0,005654;-0,048437;-0,042783
31892;125,187079;;125,187079;125,198711;0,011632;;-0,048437;0,060069;0,108506
31894;125,198711;;125,198711;125,25878;0,060069;;0,060069;0;-0,060069
31898;125,25878;;125,25878;125,25878;0;;0;0;0
31899;125,25878;;125,25878;125,25878;0;;0;0;0
31900;125,25878;;125,25878;125,25878;0;;0;0;0
31901;125,25878;;125,25878;125,25878;0;;0;0;0
31902;125,25878;;125,25878;125,25878;0;;0;-0,000271;-0,000271
31903;125,25878;;125,25878;125,25878;0;;-0,000271;-3,8E-05;0,000233
31904;125,25878;;125,25878;125,259051;0,000271;;-3,8E-05;0,000309;0,000347
31905;125,259051;;125,259051;125,25936;0,000309;;0,000309;0;-0,000309
31907;125,25936;;125,25936;125,25936;0;;0;0;0
31908;125,25936;;125,25936;125,25936;0;;0;-0,00024;-0,00024
31909;125,25936;;125,25936;125,25936;0;;-0,00024;-0,021632;-0,021392
31910;125,25936;;125,25936;125,2596;0,00024;;-0,021632;0,008748;0,03038
31911;125,2596;;125,2596;125,281472;0,021872;;0,008748;0,013123;0,004375
31913;125,281472;;125,281472;125,294596;0,013124;;0,013123;1E-06;-0,013122
31914;125,294596;;125,294596;125,294597;1E-06;;1E-06;-0,000163;-0,000164
31915;125,294597;;125,294597;125,294597;0;;-0,000163;-0,004204;-0,004041
31916;125,294597;;125,294597;125,29476;0,000163;;-0,004204;0,004312;0,008516
31917;125,29476;;125,29476;125,299127;0,004367;;0,004312;-0,013019;-0,017331
31918;125,299127;;125,299127;125,299182;5,5E-05;;-0,013019;0,013074;0,026093
31919;125,299182;;125,299182;125,312256;0,013074;;0,013074;-4,2E-05;-0,013116
31920;125,312256;;125,312256;125,312256;0;;-4,2E-05;-0,028268;-0,028226
31921;125,312256;;125,312256;125,312298;4,2E-05;;-0,028268;0,02202;0,050288
31922;125,312298;;125,312298;125,340608;0,02831;;0,02202;0,00629;-0,01573
31923;125,340608;;125,340608;125,346898;0,00629;;0,00629;0;-0,00629
31924;125,346898;;125,346898;125,346898;0;;0;-8,7E-05;-8,7E-05
31925;125,346898;;125,346898;125,346898;0;;-8,7E-05;-9E-06;7,8E-05
31926;125,346898;;125,346898;125,346985;8,7E-05;;-9E-06;2,1E-05;3E-05
31927;125,346985;;125,346985;125,347081;9,6E-05;;2,1E-05;-6,9E-05;-9E-05
31928;125,347081;;125,347081;125,347156;7,5E-05;;-6,9E-05;1,9E-05;8,8E-05
31929;125,347156;;125,347156;125,3473;0,000144;;1,9E-05;-0,010831;-0,01085
31930;125,3473;;125,3473;125,347425;0,000125;;-0,010831;0,010919;0,02175
31931;125,347425;;125,347425;125,358381;0,010956;;0,010919;-0,006283;-0,017202
31933;125,358381;;125,358381;125,358418;3,7E-05;;-0,006283;0,006272;0,012555
