No.;Time;;time 1;time 2;delay;;delay 1;delay 2;jitter
31934;125,358418;;125,358418;125,364738;0,00632;;0,006272;-8,1E-05;-0,006353
31935;125,364738;;125,364738;125,364786;4,8E-05;;-8,1E-05;8,4E-05;0,000165
31936;125,364786;;125,364786;125,364915;0,000129;;8,4E-05;-0,005891;-0,005975
31937;125,364915;;125,364915;125,36496;4,5E-05;;-0,005891;-0,007097;-0,001206
31938;125,36496;;125,36496;125,370896;0,005936;;-0,007097;0,012998;0,020095
31939;125,370896;;125,370896;125,383929;0,013033;;0,012998;-0,018438;-0,031436
31940;125,383929;;125,383929;125,383964;3,5E-05;;-0,018438;0,018473;0,036911
31941;125,383964;;125,383964;125,402437;0,018473;;0,018473;-3,4E-05;-0,018507
31942;125,402437;;125,402437;125,402437;0;;-3,4E-05;-0,00016;-0,000126
31943;125,402437;;125,402437;125,402471;3,4E-05;;-0,00016;0,00018;0,00034
31944;125,402471;;125,402471;125,402665;0,000194;;0,00018;-0,014517;-0,014697
31945;125,402665;;125,402665;125,402679;1,4E-05;;-0,014517;0,01448;0,028997
31946;125,402679;;125,402679;125,41721;0,014531;;0,01448;-0,018493;-0,032973
31947;125,41721;;125,41721;125,417261;5,1E-05;;-0,018493;0,018449;0,036942
31949;125,417261;;125,417261;125,435805;0,018544;;0,018449;-0,003238;-0,021687
31951;125,435805;;125,435805;125,4359;9,5E-05;;-0,003238;0,003333;0,006571
31952;125,4359;;125,4359;125,439233;0,003333;;0,003333;-4,3E-05;-0,003376
31953;125,439233;;125,439233;125,439233;0;;-4,3E-05;-1,5E-05;2,8E-05
31954;125,439233;;125,439233;125,439276;4,3E-05;;-1,5E-05;5,8E-05;7,3E-05
31955;125,439276;;125,439276;125,439334;5,8E-05;;5,8E-05;-2,5E-05;-8,3E-05
31956;125,439334;;125,439334;125,439334;0;;-2,5E-05;-1,7E-05;8E-06
31957;125,439334;;125,439334;125,439359;2,5E-05;;-1,7E-05;3,4E-05;5,1E-05
31958;125,439359;;125,439359;125,439401;4,2E-05;;3,4E-05;-0,000216;-0,00025
31959;125,439401;;125,439401;125,439409;8E-06;;-0,000216;0,000211;0,000427
31960;125,439409;;125,439409;125,439633;0,000224;;0,000211;-0,006704;-0,006915
31961;125,439633;;125,439633;125,439646;1,3E-05;;-0,006704;0,00668;0,013384
31962;125,439646;;125,439646;125,446363;0,006717;;0,00668;-0,022861;-0,029541
31963;125,446363;;125,446363;125,4464;3,7E-05;;-0,022861;0,022762;0,045623
31964;125,4464;;125,4464;125,469298;0,022898;;0,022762;-0,00676;-0,029522
31965;125,469298;;125,469298;125,469434;0,000136;;-0,00676;0,006895;0,013655
31966;125,469434;;125,469434;125,47633;0,006896;;0,006895;-5,1E-05;-0,006946
31967;125,47633;;125,47633;125,476331;1E-06;;-5,1E-05;-0,00496;-0,004909
31968;125,476331;;125,476331;125,476383;5,2E-05;;-0,00496;0,005012;0,009972
31969;125,476383;;125,476383;125,481395;0,005012;;0,005012;-5,1E-05;-0,005063
31970;125,481395;;125,481395;125,481395;0;;-5,1E-05;-0,006797;-0,006746
31971;125,481395;;125,481395;125,481446;5,1E-05;;-0,006797;0,006815;0,013612
31972;125,481446;;125,481446;125,488294;0,006848;;0,006815;-0,028836;-0,035651
31973;125,488294;;125,488294;125,488327;3,3E-05;;-0,028836;0,028828;0,057664
31974;125,488327;;125,488327;125,517196;0,028869;;0,028828;-0,018553;-0,047381
31975;125,517196;;125,517196;125,517237;4,1E-05;;-0,018553;0,018542;0,037095
31976;125,517237;;125,517237;125,535831;0,018594;;0,018542;-0,010693;-0,029235
31977;125,535831;;125,535831;125,535883;5,2E-05;;-0,010693;0,010714;0,021407
31978;125,535883;;125,535883;125,546628;0,010745;;0,010714;-0,000294;-0,011008
31980;125,546628;;125,546628;125,546659;3,1E-05;;-0,000294;0,000298;0,000592
31981;125,546659;;125,546659;125,546984;0,000325;;0,000298;-0,005855;-0,006153
31982;125,546984;;125,546984;125,547011;2,7E-05;;-0,005855;0,005882;0,011737
31983;125,547011;;125,547011;125,552893;0,005882;;0,005882;-3,2E-05;-0,005914
31984;125,552893;;125,552893;125,552893;0;;-3,2E-05;-0,006334;-0,006302
31985;125,552893;;125,552893;125,552925;3,2E-05;;-0,006334;0,006366;0,0127
31986;125,552925;;125,552925;125,559291;0,006366;;0,006366;-3,4E-05;-0,0064
31987;125,559291;;125,559291;125,559291;0;;-3,4E-05;-9,4E-05;-6E-05
31988;125,559291;;125,559291;125,559325;3,4E-05;;-9,4E-05;8,9E-05;0,000183
31989;125,559325;;125,559325;125,559453;0,000128;;8,9E-05;-0,017365;-0,017454
31990;125,559453;;125,559453;125,559492;3,9E-05;;-0,017365;0,017366;0,034731
31991;125,559492;;125,559492;125,576896;0,017404;;0,017366;-0,012111;-0,029477
31994;125,576896;;125,576896;125,576934;3,8E-05;;-0,012111;0,012117;0,024228
31995;125,576934;;125,576934;125,589083;0,012149;;0,012117;-0,005928;-0,018045
31997;125,589083;;125,589083;125,589115;3,2E-05;;-0,005928;0,00596;0,011888
31998;125,589115;;125,589115;125,595075;0,00596;;0,00596;-0,00577;-0,01173
32000;125,595075;;125,595075;125,595075;0;;-0,00577;0,005241;0,011011
32001;125,595075;;125,595075;125,600845;0,00577;;0,005241;-0,004824;-0,010065
32002;125,600845;;125,600845;125,601374;0,000529;;-0,004824;0,005017;0,009841
32005;125,601374;;125,601374;125,606727;0,005353;;0,005017;-0,019692;-0,024709
32007;125,606727;;125,606727;125,607063;0,000336;;-0,019692;0,008426;0,028118
32008;125,607063;;125,607063;125,627091;0,020028;;0,008426;0,005459;-0,002967
32013;125,627091;;125,627091;125,638693;0,011602;;0,005459;0,006143;0,000684
32015;125,638693;;125,638693;125,644836;0,006143;;0,006143;-0,00027;-0,006413
32017;125,644836;;125,644836;125,644836;0;;-0,00027;-0,007043;-0,006773
32018;125,644836;;125,644836;125,645106;0,00027;;-0,007043;-0,009432;-0,002389
32019;125,645106;;125,645106;125,652419;0,007313;;-0,009432;0,005207;0,014639
32023;125,652419;;125,652419;125,669164;0,016745;;0,005207;0,00513;-7,7E-05
32028;125,669164;;125,669164;125,680702;0,011538;;0,00513;0,006407;0,001277
32030;125,680702;;125,680702;125,68711;0,006408;;0,006407;-0,006121;-0,012528
32031;125,68711;;125,68711;125,687111;1E-06;;-0,006121;0,006122;0,012243
32032;125,687111;;125,687111;125,693233;0,006122;;0,006122;-0,017431;-0,023553
32033;125,693233;;125,693233;125,693233;0;;-0,017431;0,011584;0,029015
32034;125,693233;;125,693233;125,710664;0,017431;;0,011584;0,005847;-0,005737
32035;125,710664;;125,710664;125,716511;0,005847;;0,005847;-0,006067;-0,011914
32036;125,716511;;125,716511;125,716511;0;;-0,006067;0,006067;0,012134
32037;125,716511;;125,716511;125,722578;0,006067;;0,006067;-0,014934;-0,021001
32038;125,722578;;125,722578;125,722578;0;;-0,014934;0,014699;0,029633
32039;125,722578;;125,722578;125,737512;0,014934;;0,014699;4,3E-05;-0,014656
32040;125,737512;;125,737512;125,737747;0,000235;;4,3E-05;-0,000147;-0,00019
32041;125,737747;;125,737747;125,737939;0,000192;;-0,000147;0,000291;0,000438
32042;125,737939;;125,737939;125,738278;0,000339;;0,000291;-0,016527;-0,016818
32043;125,738278;;125,738278;125,738326;4,8E-05;;-0,016527;0,006634;0,023161
32044;125,738326;;125,738326;125,754901;0,016575;;0,006634;0,002952;-0,003682
32045;125,754901;;125,754901;125,764842;0,009941;;0,002952;0,006988;0,004036
32046;125,764842;;125,764842;125,771831;0,006989;;0,006988;-0,000808;-0,007796
32049;125,771831;;125,771831;125,771832;1E-06;;-0,000808;0,000809;0,001617
32050;125,771832;;125,771832;125,772641;0,000809;;0,000809;-0,003987;-0,004796
32053;125,772641;;125,772641;125,772641;0;;-0,003987;0,003286;0,007273
32054;125,772641;;125,772641;125,776628;0,003987;;0,003286;-0,00409;-0,007376
32055;125,776628;;125,776628;125,777329;0,000701;;-0,00409;0,004735;0,008825
32060;125,777329;;125,777329;125,78212;0,004791;;0,004735;-0,006337;-0,011072
32061;125,78212;;125,78212;125,782176;5,6E-05;;-0,006337;0,006393;0,01273
32062;125,782176;;125,782176;125,788569;0,006393;;0,006393;-5,4E-05;-0,006447
32064;125,788569;;125,788569;125,788569;0;;-5,4E-05;-0,000214;-0,00016
32065;125,788569;;125,788569;125,788623;5,4E-05;;-0,000214;0,000234;0,000448
32066;125,788623;;125,788623;125,788891;0,000268;;0,000234;-0,031667;-0,031901
32067;125,788891;;125,788891;125,788925;3,4E-05;;-0,031667;0,031427;0,063094
32068;125,788925;;125,788925;125,820626;0,031701;;0,031427;-0,001321;-0,032748
32075;125,820626;;125,820626;125,8209;0,000274;;-0,001321;-0,002568;-0,001247
32080;125,8209;;125,8209;125,822495;0,001595;;-0,002568;0,004017;0,006585
32081;125,822495;;125,822495;125,826658;0,004163;;0,004017;3,1E-05;-0,003986
32082;125,826658;;125,826658;125,826804;0,000146;;3,1E-05;-0,005828;-0,005859
32083;125,826804;;125,826804;125,826919;0,000115;;-0,005828;0,005272;0,0111
32084;125,826919;;125,826919;125,832862;0,005943;;0,005272;-0,068334;-0,073606
32085;125,832862;;125,832862;125,833533;0,000671;;-0,068334;0,068973;0,137307
32091;125,833533;;125,833533;125,902538;0,069005;;0,068973;-0,02417;-0,093143
32101;125,902538;;125,902538;125,90257;3,2E-05;;-0,02417;0,024201;0,048371
32102;125,90257;;125,90257;125,926772;0,024202;;0,024201;0;-0,024201
32103;125,926772;;125,926772;125,926773;1E-06;;0;1E-06;1E-06
32104;125,926773;;125,926773;125,926774;1E-06;;1E-06;-5,5E-05;-5,6E-05
32105;125,926774;;125,926774;125,926774;0;;-5,5E-05;-2,8E-05;2,7E-05
32106;125,926774;;125,926774;125,926829;5,5E-05;;-2,8E-05;2,4E-05;5,2E-05
32107;125,926829;;125,926829;125,926912;8,3E-05;;2,4E-05;-1E-06;-2,5E-05
32108;125,926912;;125,926912;125,926971;5,9E-05;;-1E-06;-5,6E-05;-5,5E-05
32109;125,926971;;125,926971;125,927031;6E-05;;-5,6E-05;0,000116;0,000172
32110;125,927031;;125,927031;125,927147;0,000116;;0,000116;0;-0,000116
32111;125,927147;;125,927147;125,927147;0;;0;-1E-06;-1E-06
32112;125,927147;;125,927147;125,927147;0;;-1E-06;1E-06;2E-06
32113;125,927147;;125,927147;125,927148;1E-06;;1E-06;0;-1E-06
32114;125,927148;;125,927148;125,927148;0;;0;0;0
32115;125,927148;;125,927148;125,927148;0;;0;0;0
32116;125,927148;;125,927148;125,927148;0;;0;-5,2E-05;-5,2E-05
32117;125,927148;;125,927148;125,927148;0;;-5,2E-05;-3,5E-05;1,7E-05
32118;125,927148;;125,927148;125,9272;5,2E-05;;-3,5E-05;-0,000616;-0,000581
32119;125,9272;;125,9272;125,927287;8,7E-05;;-0,000616;0,000703;0,001319
32120;125,927287;;125,927287;125,92799;0,000703;;0,000703;-1E-06;-0,000704
32121;125,92799;;125,92799;125,92799;0;;-1E-06;1,42109E-14;1E-06
32122;125,92799;;125,92799;125,927991;1E-06;;1,42109E-14;-4,1E-05;-4,1E-05
32123;125,927991;;125,927991;125,927992;1E-06;;-4,1E-05;3E-06;4,4E-05
32124;125,927992;;125,927992;125,928034;4,2E-05;;3E-06;2,9E-05;2,6E-05
32125;125,928034;;125,928034;125,928073;3,9E-05;;2,9E-05;0;-2,9E-05
32126;125,928073;;125,928073;125,928083;1E-05;;0;-0,000283;-0,000283
32127;125,928083;;125,928083;125,928093;1E-05;;-0,000283;0,000293;0,000576
32128;125,928093;;125,928093;125,928386;0,000293;;0,000293;-1,6E-05;-0,000309
32129;125,928386;;125,928386;125,928386;0;;-1,6E-05;-4E-06;1,2E-05
32130;125,928386;;125,928386;125,928402;1,6E-05;;-4E-06;-0,000197;-0,000193
32131;125,928402;;125,928402;125,928422;2E-05;;-0,000197;0,000201;0,000398
32132;125,928422;;125,928422;125,928639;0,000217;;0,000201;-0,000242;-0,000443
32133;125,928639;;125,928639;125,928655;1,6E-05;;-0,000242;0,000242;0,000484
32134;125,928655;;125,928655;125,928913;0,000258;;0,000242;-0,008827;-0,009069
32135;125,928913;;125,928913;125,928929;1,6E-05;;-0,008827;0,002342;0,011169
32136;125,928929;;125,928929;125,937772;0,008843;;0,002342;0,006501;0,004159
32137;125,937772;;125,937772;125,944273;0,006501;;0,006501;-0,005908;-0,012409
32138;125,944273;;125,944273;125,944273;0;;-0,005908;0,005908;0,011816
32139;125,944273;;125,944273;125,950181;0,005908;;0,005908;-5,2E-05;-0,00596
32140;125,950181;;125,950181;125,950181;0;;-5,2E-05;-3,3E-05;1,9E-05
32141;125,950181;;125,950181;125,950233;5,2E-05;;-3,3E-05;-0,01136;-0,011327
32142;125,950233;;125,950233;125,950318;8,5E-05;;-0,01136;0,011444;0,022804
32143;125,950318;;125,950318;125,961763;0,011445;;0,011444;-0,006192;-0,017636
32144;125,961763;;125,961763;125,961764;1E-06;;-0,006192;0,006192;0,012384
32145;125,961764;;125,961764;125,967957;0,006193;;0,006192;-7,9E-05;-0,006271
32146;125,967957;;125,967957;125,967958;1E-06;;-7,9E-05;-0,012265;-0,012186
32147;125,967958;;125,967958;125,968038;8E-05;;-0,012265;0,012345;0,02461
32148;125,968038;;125,968038;125,980383;0,012345;;0,012345;0;-0,012345
32149;125,980383;;125,980383;125,980383;0;;0;-0,011584;-0,011584
32150;125,980383;;125,980383;125,980383;0;;-0,011584;0,011584;0,023168
32151;125,980383;;125,980383;125,991967;0,011584;;0,011584;-0,026694;-0,038278
32152;125,991967;;125,991967;125,991967;0;;-0,026694;0,02636;0,053054
32153;125,991967;;125,991967;126,018661;0,026694;;0,02636;0,000295;-0,026065
32154;126,018661;;126,018661;126,018995;0,000334;;0,000295;-0,000126;-0,000421
32155;126,018995;;126,018995;126,019034;3,9E-05;;-0,000126;0,000127;0,000253
32156;126,019034;;126,019034;126,019199;0,000165;;0,000127;-0,002205;-0,002332
32157;126,019199;;126,019199;126,019237;3,8E-05;;-0,002205;-0,000522;0,001683
32158;126,019237;;126,019237;126,02148;0,002243;;-0,000522;0,002723;0,003245
32159;126,02148;;126,02148;126,024245;0,002765;;0,002723;-0,012289;-0,015012
32160;126,024245;;126,024245;126,024287;4,2E-05;;-0,012289;0,012285;0,024574
32161;126,024287;;126,024287;126,036618;0,012331;;0,012285;-0,005704;-0,017989
32162;126,036618;;126,036618;126,036664;4,6E-05;;-0,005704;-0,006766;-0,001062
32163;126,036664;;126,036664;126,042414;0,00575;;-0,006766;0,000666;0,007432
32164;126,042414;;126,042414;126,05493;0,012516;;0,000666;0,01185;0,011184
32166;126,05493;;126,05493;126,06678;0,01185;;0,01185;-4,9E-05;-0,011899
32167;126,06678;;126,06678;126,06678;0;;-4,9E-05;-2,1E-05;2,8E-05
32168;126,06678;;126,06678;126,066829;4,9E-05;;-2,1E-05;-0,006346;-0,006325
32169;126,066829;;126,066829;126,066899;7E-05;;-0,006346;0,006416;0,012762
32170;126,066899;;126,066899;126,073315;0,006416;;0,006416;-0,005574;-0,01199
32171;126,073315;;126,073315;126,073315;0;;-0,005574;0,005527;0,011101
32172;126,073315;;126,073315;126,078889;0,005574;;0,005527;-0,030235;-0,035762
32173;126,078889;;126,078889;126,078936;4,7E-05;;-0,030235;0,025874;0,056109
32174;126,078936;;126,078936;126,109218;0,030282;;0,025874;0,004407;-0,021467
32175;126,109218;;126,109218;126,113626;0,004408;;0,004407;-0,01268;-0,017087
32176;126,113626;;126,113626;126,113627;1E-06;;-0,01268;0,012681;0,025361
32177;126,113627;;126,113627;126,126308;0,012681;;0,012681;-1E-06;-0,012682
32179;126,126308;;126,126308;126,126308;0;;-1E-06;-0,00523;-0,005229
32180;126,126308;;126,126308;126,126309;1E-06;;-0,00523;0,005165;0,010395
32181;126,126309;;126,126309;126,13154;0,005231;;0,005165;-0,012697;-0,017862
32185;126,13154;;126,13154;126,131606;6,6E-05;;-0,012697;-0,004149;0,008548
32186;126,131606;;126,131606;126,144369;0,012763;;-0,004149;-0,00052;0,003629
32190;126,144369;;126,144369;126,161281;0,016912;;-0,00052;0,011335;0,011855
32192;126,161281;;126,161281;126,178713;0,017432;;0,011335;0,006063;-0,005272
32193;126,178713;;126,178713;126,18481;0,006097;;0,006063;-7,7E-05;-0,00614
32194;126,18481;;126,18481;126,184844;3,4E-05;;-7,7E-05;-0,005389;-0,005312
32195;126,184844;;126,184844;126,184955;0,000111;;-0,005389;-0,048561;-0,043172
32196;126,184955;;126,184955;126,190455;0,0055;;-0,048561;0,044241;0,092802
32197;126,190455;;126,190455;126,244516;0,054061;;0,044241;0,009759;-0,034482
32198;126,244516;;126,244516;126,254336;0,00982;;0,009759;-0,006792;-0,016551
32199;126,254336;;126,254336;126,254397;6,1E-05;;-0,006792;0,006853;0,013645
32200;126,254397;;126,254397;126,26125;0,006853;;0,006853;0;-0,006853
32201;126,26125;;126,26125;126,26125;0;;0;-0,005755;-0,005755
32202;126,26125;;126,26125;126,26125;0;;-0,005755;0,005755;0,01151
32203;126,26125;;126,26125;126,267005;0,005755;;0,005755;-0,005913;-0,011668
32204;126,267005;;126,267005;126,267005;0;;-0,005913;0,005913;0,011826
32205;126,267005;;126,267005;126,272918;0,005913;;0,005913;-4,9E-05;-0,005962
32206;126,272918;;126,272918;126,272918;0;;-4,9E-05;-0,014759;-0,01471
32207;126,272918;;126,272918;126,272967;4,9E-05;;-0,014759;-0,002052;0,012707
32208;126,272967;;126,272967;126,287775;0,014808;;-0,002052;0,004275;0,006327
32209;126,287775;;126,287775;126,304635;0,01686;;0,004275;0,007426;0,003151
32210;126,304635;;126,304635;126,31722;0,012585;;0,007426;0,004851;-0,002575
32211;126,31722;;126,31722;126,322379;0,005159;;0,004851;-0,013056;-0,017907
32213;126,322379;;126,322379;126,322687;0,000308;;-0,013056;0,013287;0,026343
32214;126,322687;;126,322687;126,336051;0,013364;;0,013287;-0,010693;-0,02398
32223;126,336051;;126,336051;126,336128;7,7E-05;;-0,010693;-0,00082;0,009873
32224;126,336128;;126,336128;126,346898;0,01077;;-0,00082;0,011554;0,012374
32226;126,346898;;126,346898;126,358488;0,01159;;0,011554;-0,006222;-0,017776
32232;126,358488;;126,358488;126,358524;3,6E-05;;-0,006222;0,006207;0,012429
32233;126,358524;;126,358524;126,364782;0,006258;;0,006207;-9,8E-05;-0,006305
32234;126,364782;;126,364782;126,364833;5,1E-05;;-9,8E-05;0,000103;0,000201
32235;126,364833;;126,364833;126,364982;0,000149;;0,000103;-0,00112;-0,001223
32236;126,364982;;126,364982;126,365028;4,6E-05;;-0,00112;0,001161;0,002281
32237;126,365028;;126,365028;126,366194;0,001166;;0,001161;4E-06;-0,001157
32238;126,366194;;126,366194;126,366199;5E-06;;4E-06;1E-06;-3E-06
32239;126,366199;;126,366199;126,3662;1E-06;;1E-06;-1E-06;-2E-06
32240;126,3662;;126,3662;126,3662;0;;-1E-06;-0,000268;-0,000267
32241;126,3662;;126,3662;126,366201;1E-06;;-0,000268;-0,000202;6,6E-05
32242;126,366201;;126,366201;126,36647;0,000269;;-0,000202;0,000465;0,000667
32243;126,36647;;126,36647;126,366941;0,000471;;0,000465;5E-06;-0,00046
32244;126,366941;;126,366941;126,366947;6E-06;;5E-06;1E-06;-4E-06
32245;126,366947;;126,366947;126,366948;1E-06;;1E-06;-7,7E-05;-7,8E-05
32246;126,366948;;126,366948;126,366948;0;;-7,7E-05;-0,002665;-0,002588
32247;126,366948;;126,366948;126,367025;7,7E-05;;-0,002665;0,002706;0,005371
32248;126,367025;;126,367025;126,369767;0,002742;;0,002706;-0,001306;-0,004012
32249;126,369767;;126,369767;126,369803;3,6E-05;;-0,001306;0,001342;0,002648
32250;126,369803;;126,369803;126,371145;0,001342;;0,001342;-2E-06;-0,001344
32251;126,371145;;126,371145;126,371145;0;;-2E-06;2E-06;4E-06
32252;126,371145;;126,371145;126,371147;2E-06;;2E-06;0;-2E-06
32253;126,371147;;126,371147;126,371147;0;;0;-5E-05;-5E-05
32254;126,371147;;126,371147;126,371147;0;;-5E-05;-0,000817;-0,000767
32255;126,371147;;126,371147;126,371197;5E-05;;-0,000817;0,000867;0,001684
32256;126,371197;;126,371197;126,372064;0,000867;;0,000867;0;-0,000867
32257;126,372064;;126,372064;126,372064;0;;0;-1E-06;-1E-06
32258;126,372064;;126,372064;126,372064;0;;-1E-06;1,42109E-14;1E-06
32259;126,372064;;126,372064;126,372065;1E-06;;1,42109E-14;-4,2E-05;-4,2E-05
32260;126,372065;;126,372065;126,372066;1E-06;;-4,2E-05;-0,001402;-0,00136
32261;126,372066;;126,372066;126,372109;4,3E-05;;-0,001402;0,001444;0,002846
32262;126,372109;;126,372109;126,373554;0,001445;;0,001444;1E-06;-0,001443
32263;126,373554;;126,373554;126,373555;1E-06;;1E-06;-2E-06;-3E-06
32264;126,373555;;126,373555;126,373555;0;;-2E-06;-4,1E-05;-3,9E-05
32265;126,373555;;126,373555;126,373557;2E-06;;-4,1E-05;-0,000503;-0,000462
32266;126,373557;;126,373557;126,3736;4,3E-05;;-0,000503;0,000546;0,001049
32267;126,3736;;126,3736;126,374146;0,000546;;0,000546;-6,1E-05;-0,000607
32268;126,374146;;126,374146;126,374146;0;;-6,1E-05;-0,000228;-0,000167
32269;126,374146;;126,374146;126,374207;6,1E-05;;-0,000228;0,000251;0,000479
32270;126,374207;;126,374207;126,374496;0,000289;;0,000251;-0,000145;-0,000396
32271;126,374496;;126,374496;126,374534;3,8E-05;;-0,000145;0,000148;0,000293
32272;126,374534;;126,374534;126,374717;0,000183;;0,000148;-0,00175;-0,001898
32273;126,374717;;126,374717;126,374752;3,5E-05;;-0,00175;0,001748;0,003498
32274;126,374752;;126,374752;126,376537;0,001785;;0,001748;-0,000237;-0,001985
32275;126,376537;;126,376537;126,376574;3,7E-05;;-0,000237;0,00024;0,000477
32276;126,376574;;126,376574;126,376848;0,000274;;0,00024;-0,021236;-0,021476
32277;126,376848;;126,376848;126,376882;3,4E-05;;-0,021236;0,017598;0,038834
32278;126,376882;;126,376882;126,398152;0,02127;;0,017598;0,003614;-0,013984
32279;126,398152;;126,398152;126,401824;0,003672;;0,003614;-0,001211;-0,004825
32280;126,401824;;126,401824;126,401882;5,8E-05;;-0,001211;0,001228;0,002439
32281;126,401882;;126,401882;126,403151;0,001269;;0,001228;-0,02955;-0,030778
32282;126,403151;;126,403151;126,403192;4,1E-05;;-0,02955;0,029591;0,059141
32283;126,403192;;126,403192;126,432783;0,029591;;0,029591;-8,2E-05;-0,029673
32302;126,432783;;126,432783;126,432783;0;;-8,2E-05;-0,01048;-0,010398
32303;126,432783;;126,432783;126,432865;8,2E-05;;-0,01048;0,009768;0,020248
32308;126,432865;;126,432865;126,443427;0,010562;;0,009768;-0,069301;-0,079069
32310;126,443427;;126,443427;126,444221;0,000794;;-0,069301;0,063895;0,133196
32312;126,444221;;126,444221;126,514316;0,070095;;0,063895;0,006125;-0,05777
32335;126,514316;;126,514316;126,520516;0,0062;;0,006125;-0,000309;-0,006434
32340;126,520516;;126,520516;126,520591;7,5E-05;;-0,000309;-0,005537;-0,005228
32341;126,520591;;126,520591;126,520975;0,000384;;-0,005537;-0,010765;-0,005228
32342;126,520975;;126,520975;126,526896;0,005921;;-0,010765;0,01662;0,027385
32343;126,526896;;126,526896;126,543582;0,016686;;0,01662;-0,031218;-0,047838
32350;126,543582;;126,543582;126,543648;6,6E-05;;-0,031218;-0,011076;0,020142
32351;126,543648;;126,543648;126,574932;0,031284;;-0,011076;0,006585;0,017661
32365;126,574932;;126,574932;126,617292;0,04236;;0,006585;0,035727;0,029142
32381;126,617292;;126,617292;126,653067;0,035775;;0,035727;-0,000451;-0,036178
32396;126,653067;;126,653067;126,653115;4,8E-05;;-0,000451;0,000186;0,000637
32397;126,653115;;126,653115;126,653614;0,000499;;0,000186;0,000208;2,2E-05
32398;126,653614;;126,653614;126,653927;0,000313;;0,000208;-0,073246;-0,073454
32399;126,653927;;126,653927;126,654032;0,000105;;-0,073246;0,031565;0,104811
32400;126,654032;;126,654032;126,727383;0,073351;;0,031565;0,041729;0,010164
32424;126,727383;;126,727383;126,769169;0,041786;;0,041729;-4,7E-05;-0,041776
32436;126,769169;;126,769169;126,769226;5,7E-05;;-4,7E-05;-0,025072;-0,025025
32437;126,769226;;126,769226;126,76933;0,000104;;-0,025072;0,025138;0,05021
32438;126,76933;;126,76933;126,794506;0,025176;;0,025138;-0,030776;-0,055914
32449;126,794506;;126,794506;126,794544;3,8E-05;;-0,030776;0,020117;0,050893
32450;126,794544;;126,794544;126,825358;0,030814;;0,020117;0,010629;-0,009488
32461;126,825358;;126,825358;126,836055;0,010697;;0,010629;-0,000287;-0,010916
32467;126,836055;;126,836055;126,836123;6,8E-05;;-0,000287;0,000317;0,000604
32468;126,836123;;126,836123;126,836478;0,000355;;0,000317;-1,170504;-1,170821
32470;126,836478;;126,836478;126,836516;3,8E-05;;-1,170504;1,118112;2,288616
32471;126,836516;;126,836516;128,007058;1,170542;;1,118112;0,052373;-1,065739
32908;128,007058;;128,007058;128,059488;0,05243;;0,052373;-0,000288;-0,052661
32915;128,059488;;128,059488;128,059545;5,7E-05;;-0,000288;-0,05123;-0,050942
32916;128,059545;;128,059545;128,05989;0,000345;;-0,05123;-0,070902;-0,019672
32918;128,05989;;128,05989;128,111465;0,051575;;-0,070902;0,122448;0,19335
32934;128,111465;;128,111465;128,233942;0,122477;;0,122448;-0,054142;-0,17659
32994;128,233942;;128,233942;128,233971;2,9E-05;;-0,054142;0,054125;0,108267
32995;128,233971;;128,233971;128,288142;0,054171;;0,054125;-0,603859;-0,657984
33018;128,288142;;128,288142;128,288188;4,6E-05;;-0,603859;0,603613;1,207472
33019;128,288188;;128,288188;128,892093;0,603905;;0,603613;-0,151925;-0,755538
33224;128,892093;;128,892093;128,892385;0,000292;;-0,151925;0,098264;0,250189
33225;128,892385;;128,892385;129,044602;0,152217;;0,098264;0,053914;-0,04435
33264;129,044602;;129,044602;129,098555;0,053953;;0,053914;-0,008493;-0,062407
33267;129,098555;;129,098555;129,098594;3,9E-05;;-0,008493;0,008532;0,017025
33268;129,098594;;129,098594;129,107126;0,008532;;0,008532;-8,5E-05;-0,008617
33273;129,107126;;129,107126;129,107126;0;;-8,5E-05;-0,003813;-0,003728
33274;129,107126;;129,107126;129,107211;8,5E-05;;-0,003813;-0,09324;-0,089427
33275;129,107211;;129,107211;129,111109;0,003898;;-0,09324;0,097138;0,190378
33283;129,111109;;129,111109;129,208247;0,097138;;0,097138;0;-0,097138
33319;129,208247;;129,208247;129,208247;0;;0;-6E-05;-6E-05
33320;129,208247;;129,208247;129,208247;0;;-6E-05;-0,003724;-0,003664
33321;129,208247;;129,208247;129,208307;6E-05;;-0,003724;0,003783;0,007507
33323;129,208307;;129,208307;129,212091;0,003784;;0,003783;-4,7E-05;-0,00383
33327;129,212091;;129,212091;129,212092;1E-06;;-4,7E-05;-0,074712;-0,074665
33328;129,212092;;129,212092;129,21214;4,8E-05;;-0,074712;0,074678;0,14939
33330;129,21214;;129,21214;129,2869;0,07476;;0,074678;-0,010259;-0,084937
33364;129,2869;;129,2869;129,286982;8,2E-05;;-0,010259;0,010341;0,0206
33365;129,286982;;129,286982;129,297323;0,010341;;0,010341;-3,5E-05;-0,010376
33369;129,297323;;129,297323;129,297323;0;;-3,5E-05;-9,9E-05;-6,4E-05
33370;129,297323;;129,297323;129,297358;3,5E-05;;-9,9E-05;0,000134;0,000233
33371;129,297358;;129,297358;129,297492;0,000134;;0,000134;-1E-06;-0,000135
33373;129,297492;;129,297492;129,297492;0;;-1E-06;-0,000192;-0,000191
33374;129,297492;;129,297492;129,297493;1E-06;;-0,000192;-0,006077;-0,005885
